task_id,arima_nmae,arima_da,arima_mae,ets_nmae,ets_da,ets_mae,llama_nmae,llama_da,llama_mae,horizon,gpt4o_nmae,gpt4o_da,gpt4o_mae,mistral_nmae,mistral_da,mistral_mae,domain,best_baseline_nmae,best_baseline_model,best_baseline_da,llama_improvement_nmae,mistral_improvement_nmae,gpt4o_improvement_nmae,llama_improvement_da,mistral_improvement_da,gpt4o_improvement_da,llama_beats_baseline,mistral_beats_baseline,gpt4o_beats_baseline,best_model,best_nmae
task_008,0.9627674041792852,1.0,0.3599707545450242,1.0471314920697097,1.0,0.391513787932519,0.4890420135249696,1.0,0.1828487564583348,32,0.9807829928484711,1.0,0.3667066338640251,1.58034005726084,0.0,0.5908760520770349,FullCausalContextExplicitEquationBivarLinSVAR,0.9627674041792852,ARIMA,1.0,0.47372539065431557,-0.6175726530815547,-0.018015588669185956,0.0,-1.0,0.0,1,0,0,LLAMA,0.4890420135249696
task_009,0.2287629678343515,0.5625,0.275867401382728,0.2050217819665586,0.90625,0.2472376834126636,0.2472018527125442,0.09375,0.2981030250236381,32,0.2708407581126423,0.09375,0.3266094020215937,0.2295384023199898,0.0,0.276802505077704,FullCausalContextExplicitEquationBivarLinSVAR,0.2050217819665586,ETS,0.90625,-0.04218007074598559,-0.02451662035343119,-0.0658189761460837,-0.8125,-0.90625,-0.8125,0,0,0,ETS,0.2050217819665586
task_000,159.65543799930148,1.0,59.87078924973806,1.014143252859225,0.0,0.3803037198222093,2.0001927037037035,1.0,0.7500722638888888,24,1.0,0.0,0.375,0.9074918566775244,0.0,5.804166666666667,DirectNormalIrradianceFromCloudStatus,1.014143252859225,ETS,1.0,-0.9860494508444786,0.1066513961817005,0.014143252859224908,0.0,-1.0,-1.0,0,1,1,MISTRAL,0.9074918566775244
task_001,363.8870277404785,1.0,151.61959489186606,3.3470625976425863,1.0,1.394609415684411,2394.008333333333,1.0,997.5034722222222,24,1.0,0.0,0.4166666666666667,0.5421992183373827,0.0,4.277500000000001,DirectNormalIrradianceFromCloudStatus,3.3470625976425863,ETS,1.0,-2390.661270735691,2.8048633793052034,2.3470625976425863,0.0,-1.0,-1.0,0,1,1,MISTRAL,0.5421992183373827
task_002,1.0,0.0,121.08333333333331,1.0000001845409987,1.0,121.0833556781726,1.002271155999083,0.4545454545454545,121.35833247222224,24,1.1617343427391604,0.8181818181818182,140.66666666666666,0.8352244696595954,0.0,2.8216666666666668,DirectNormalIrradianceFromCloudStatus,1.0,ARIMA,1.0,-0.0022711559990828967,0.1647755303404046,-0.16173434273916043,-0.5454545454545455,-1.0,-0.18181818181818177,0,1,0,MISTRAL,0.8352244696595954
task_003,0.9999429265938414,1.0,336.60578766465187,0.999955527376858,1.0,336.6100294032349,1.042634539588233,0.3571428571428571,350.9768518888889,24,0.3549944300037133,0.7857142857142857,119.5,0.5625457205559621,0.0,3.204166666666667,DirectNormalIrradianceFromCloudStatus,0.9999429265938414,ARIMA,1.0,-0.042691612994391614,0.43739720603787935,0.6449484965901282,-0.6428571428571429,-1.0,-0.2142857142857143,0,1,1,GPT4O,0.3549944300037133
task_004,1.0,0.0,250.33333333333331,0.999998783964056,1.0,250.33302891900203,4.369050432756325,1.0,1093.7189583333334,24,0.944906790945406,0.6153846153846154,236.54166666666663,0.4759169244365885,0.0,0.8975,DirectNormalIrradianceFromCloudStatus,0.999998783964056,ETS,1.0,-3.3690516487922686,0.5240818595274674,0.055091993018649976,0.0,-1.0,-0.3846153846153846,0,1,1,MISTRAL,0.4759169244365885
task_005,1.2364271582781203,1.0,248.21275202433267,0.9999997578248746,1.0,200.7499513833436,6.056533371385084,1.0,1215.8490743055556,24,0.743046907430469,0.9166666666666666,149.16666666666666,1.2099447513812154,0.0,3.8325,DirectNormalIrradianceFromCloudStatus,0.9999997578248746,ETS,1.0,-5.05653361356021,-0.20994499355634078,0.25695285039440563,0.0,-1.0,-0.08333333333333337,0,0,1,GPT4O,0.743046907430469
task_006,1.0,0.0,151.08333333333334,1.0000069988891096,0.0,151.08439074882966,1.0039257259606542,1.0,151.6764450972222,24,0.7203530060672917,1.0,108.83333333333331,0.5827766930428527,0.0,4.725833333333333,DirectNormalIrradianceFromCloudStatus,1.0,ARIMA,0.0,-0.003925725960654214,0.41722330695714727,0.2796469939327083,1.0,0.0,1.0,0,1,1,MISTRAL,0.5827766930428527
task_007,1.0,0.0,57.75,1.000037320016261,1.0,57.752155230939074,1.001193677970178,0.875,57.81893490277778,24,1.183982683982684,0.5,68.375,0.6910935738444193,0.0,1.0216666666666665,DirectNormalIrradianceFromCloudStatus,1.0,ARIMA,1.0,-0.0011936779701779976,0.3089064261555807,-0.18398268398268391,-0.125,-1.0,-0.5,0,1,0,MISTRAL,0.6910935738444193
task_008,1.0000016968327858,0.0,204.2920133154645,1.00000197513057,0.0,204.2920701693827,1.0004079186212524,1.0,204.37500104166668,24,0.8572302671833572,0.8888888888888888,175.125,0.7523012552301253,0.0,3.745833333333332,DirectNormalIrradianceFromCloudStatus,1.0000016968327858,ARIMA,0.0,-0.0004062217884666097,0.24770044160266058,0.14277142964942868,1.0,0.0,0.8888888888888888,0,1,1,MISTRAL,0.7523012552301253
task_009,1.0,0.0,201.125,1.0000024015051612,0.0,201.1254830027256,4.269092949381949,1.0,858.6213194444445,24,0.8170706442925213,0.5384615384615384,164.33333333333334,0.4875829850012294,0.0,1.6525,DirectNormalIrradianceFromCloudStatus,1.0,ARIMA,0.0,-3.2690929493819487,0.5124170149987706,0.1829293557074787,1.0,0.0,0.5384615384615384,0,1,1,MISTRAL,0.4875829850012294
task_000,0.6032090040158357,0.8333333333333334,81.71207956932922,0.800386929533524,0.8333333333333334,108.42225503413982,0.7021019970414413,0.8333333333333334,95.108351941194,24,0.7099439000813478,0.8333333333333334,96.17063416991712,0.8098516351233823,0.0,109.70436583008288,STLPredTrendMultiplierWithMediumDescription,0.6032090040158357,ARIMA,0.8333333333333334,-0.09889299302560561,-0.20664263110754666,-0.10673489606551212,0.0,-0.8333333333333334,0.0,0,0,0,ARIMA,0.6032090040158357
task_001,0.1613072668158301,0.0833333333333333,505.9445582680118,0.1633510304211712,0.0833333333333333,512.3548774986333,0.2020953428975231,0.0833333333333333,633.8774502146318,24,1.419249780894469,0.9166666666666666,4451.514910896479,0.1592345486988245,0.0,499.44342243685406,STLPredTrendMultiplierWithMediumDescription,0.1613072668158301,ARIMA,0.0833333333333333,-0.04078807608169299,0.002072718117005601,-1.2579425140786389,0.0,-0.0833333333333333,0.8333333333333334,0,1,0,MISTRAL,0.1592345486988245
task_002,0.3161111833468805,0.5416666666666666,2021.2449062312764,0.2987773074403562,0.4583333333333333,1910.410458647494,0.7436653971151889,0.5,4755.067125259199,24,1.5522673738112296,0.5416666666666666,9925.344903036976,0.2950657231368591,0.0,1886.6782363703103,STLPredTrendMultiplierWithMediumDescription,0.2987773074403562,ETS,0.5416666666666666,-0.4448880896748327,0.0037115843034971063,-1.2534900663708735,-0.04166666666666663,-0.5416666666666666,0.0,0,1,0,MISTRAL,0.2950657231368591
task_003,0.140211561433839,0.4583333333333333,884.9049937089267,0.1278691167397518,0.75,807.0091994343034,0.729369642170161,0.25,4603.206982475699,24,0.0821480658532261,0.875,518.4539203020785,0.1336319098919715,0.0,843.3794130312548,STLPredTrendMultiplierWithMediumDescription,0.1278691167397518,ETS,0.75,-0.6015005254304092,-0.005762793152219697,0.0457210508865257,-0.5,-0.75,0.125,0,0,1,GPT4O,0.0821480658532261
task_004,0.3289624881513382,0.7916666666666666,704.8391451152523,0.5512424169239203,0.0833333333333333,1181.0989030371636,0.5482841273752916,0.4583333333333333,1174.7604348179557,24,1.5283386305771092,0.9166666666666666,3274.637481848712,0.5441312921840065,0.0,1165.862518151289,STLPredTrendMultiplierWithMediumDescription,0.3289624881513382,ARIMA,0.7916666666666666,-0.21932163922395342,-0.21516880403266825,-1.199376142425771,-0.3333333333333333,-0.7916666666666666,0.125,0,0,0,ARIMA,0.3289624881513382
task_005,0.2320996889956503,0.75,1087.3984343091836,0.3236281321723598,0.2916666666666667,1516.2136827732872,0.3382741785154874,0.5833333333333334,1584.8311287132303,24,0.3056070981073542,0.7916666666666666,1431.7842537132303,0.3235542597921901,0.0,1515.8675870465638,STLPredTrendMultiplierWithMediumDescription,0.2320996889956503,ARIMA,0.75,-0.1061744895198371,-0.09145457079653979,-0.07350740911170389,-0.16666666666666663,-0.75,0.04166666666666663,0,0,0,ARIMA,0.2320996889956503
task_006,1.3995265508973662,0.15,11.049230966291509,1.3754116769859963,0.85,10.85884457355114,1.5745398297342306,0.15,12.430956906965216,24,1.913435439204093,0.8421052631578947,15.106530200014696,1.3799884051207665,0.0,10.894977740298549,STLPredTrendMultiplierWithMediumDescription,1.3754116769859963,ETS,0.85,-0.19912815274823426,-0.004576728134770169,-0.5380237622180968,-0.7,-0.85,-0.007894736842105288,0,0,0,ETS,1.3754116769859963
task_007,0.1667823078198651,0.875,224.7929750405248,0.3341248287194311,0.125,450.34101796857743,0.3163542311512401,0.5833333333333334,426.38940374870407,24,1.623614182765387,0.875,2188.343999029074,0.3293504491573703,0.0,443.9060009709262,STLPredTrendMultiplierWithMediumDescription,0.1667823078198651,ARIMA,0.875,-0.149571923331375,-0.16256814133750516,-1.4568318749455218,-0.29166666666666663,-0.875,0.0,0,0,0,ARIMA,0.1667823078198651
task_008,0.4149971548651498,0.6666666666666666,278.755601807906,0.4442266843968328,0.3333333333333333,298.389218568035,0.440155897151208,0.5833333333333334,295.6548510303712,24,0.6946927400118612,0.4583333333333333,466.62848297481577,0.4414813284185808,0.0,296.5451496414824,STLPredTrendMultiplierWithMediumDescription,0.4149971548651498,ARIMA,0.6666666666666666,-0.02515874228605819,-0.026484173553430967,-0.2796955851467114,-0.08333333333333326,-0.6666666666666666,-0.20833333333333331,0,0,0,ARIMA,0.4149971548651498
task_009,0.325354287415365,0.9166666666666666,52.56435884695153,0.4093397287193784,0.0833333333333333,66.13307776470096,0.2837682302222633,0.9166666666666666,45.84570008670181,24,0.885084021178622,0.0833333333333333,142.99450137425427,0.3603110644296557,0.0,58.21198865293659,STLPredTrendMultiplierWithMediumDescription,0.325354287415365,ARIMA,0.9166666666666666,0.04158605719310171,-0.03495677701429073,-0.559729733763257,0.0,-0.9166666666666666,-0.8333333333333334,1,0,0,LLAMA,0.2837682302222633
task_000,0.2696777325207647,0.7083333333333334,55.29598192998719,0.3882429593889522,0.7083333333333334,79.60714986048481,0.3837534551205405,0.625,78.68660093499433,24,0.6233711970213034,0.7916666666666666,127.81894197923944,0.3910525142955747,0.0,80.18323412185757,ElectricityIncreaseInPredictionTask,0.2696777325207647,ARIMA,0.7083333333333334,-0.11407572259977578,-0.12137478177480998,-0.3536934645005387,-0.08333333333333337,-0.7083333333333334,0.08333333333333326,0,0,0,ARIMA,0.2696777325207647
task_001,0.1969754567432236,0.125,719.1806105539498,0.1988254064460102,0.125,725.9349949769721,0.2235875882898459,0.1666666666666666,816.3446396684567,24,0.193597928809044,0.8333333333333334,706.848857948686,0.1958645176582322,0.0,715.1244410055075,ElectricityIncreaseInPredictionTask,0.1969754567432236,ARIMA,0.125,-0.026612131546622314,0.0011109390849913803,0.003377527934179586,0.0416666666666666,-0.125,0.7083333333333334,0,1,1,GPT4O,0.193597928809044
task_002,0.3486614858113773,0.4583333333333333,2445.4339327172493,0.3109674686216698,0.4166666666666667,2181.0564994552183,0.5261798114483999,0.5416666666666666,3690.5078937304665,24,0.3381539427006234,0.4166666666666667,2371.736367834996,0.3113262058448425,0.0,2183.572602363556,ElectricityIncreaseInPredictionTask,0.3109674686216698,ETS,0.4583333333333333,-0.21521234282673007,-0.0003587372231727004,-0.027186474078953582,0.08333333333333331,-0.4583333333333333,-0.04166666666666663,0,0,0,ETS,0.3109674686216698
task_003,0.2636063031613748,0.2916666666666667,1945.502546384403,0.2547091973140622,0.7083333333333334,1879.8389341194045,0.261390447931074,0.6666666666666666,1929.1487948190231,24,0.2347361571436512,0.5416666666666666,1732.4312278371133,0.2590061532494412,0.0,1911.5519038539092,ElectricityIncreaseInPredictionTask,0.2547091973140622,ETS,0.7083333333333334,-0.0066812506170118025,-0.004296955935378988,0.019973040170411016,-0.04166666666666674,-0.7083333333333334,-0.16666666666666674,0,0,1,GPT4O,0.2347361571436512
task_004,0.386330392215413,0.75,1361.6060399617947,0.5227154568061592,0.125,1842.2897538224272,0.5090034088988683,0.5833333333333334,1793.96218853887,24,0.6383392747242195,0.75,2249.8012828477968,0.5181082616007763,0.0,1826.0518783010143,ElectricityIncreaseInPredictionTask,0.386330392215413,ARIMA,0.75,-0.12267301668345532,-0.1317778693853633,-0.2520088825088065,-0.16666666666666663,-0.75,0.0,0,0,0,ARIMA,0.386330392215413
task_005,0.2190815717825914,0.875,1297.453454071185,0.2905660902326513,0.4583333333333333,1720.8018654459447,0.3270971752977489,0.4583333333333333,1937.1476863793212,24,0.2228272751357906,0.8333333333333334,1319.6364049875544,0.2912103329245894,0.0,1724.6172247165307,ElectricityIncreaseInPredictionTask,0.2190815717825914,ARIMA,0.875,-0.10801560351515749,-0.07212876114199801,-0.0037457033531991812,-0.4166666666666667,-0.875,-0.04166666666666663,0,0,0,ARIMA,0.2190815717825914
task_006,0.3075127302269289,0.9166666666666666,3.834765564989294,0.3485649949266888,0.0833333333333333,4.346698228457544,2.118203349233952,0.9166666666666666,26.41455934943936,24,0.572789763926346,0.9166666666666666,7.142840756745847,0.3408375845264685,0.0,4.250335364756137,ElectricityIncreaseInPredictionTask,0.3075127302269289,ARIMA,0.9166666666666666,-1.8106906190070229,-0.03332485429953963,-0.2652770336994171,0.0,-0.9166666666666666,0.0,0,0,0,ARIMA,0.3075127302269289
task_007,0.3969960934013866,0.7083333333333334,745.0824151248338,0.3981867401109047,0.2916666666666667,747.3170213102184,0.3946446555859816,0.5,740.6692357620171,24,0.5113032466538467,0.5416666666666666,959.614122683168,0.3942036615339808,0.0,739.8415779618981,ElectricityIncreaseInPredictionTask,0.3969960934013866,ARIMA,0.7083333333333334,0.0023514378154049775,0.002792431867405798,-0.11430715325246016,-0.20833333333333337,-0.7083333333333334,-0.16666666666666674,1,1,0,MISTRAL,0.3942036615339808
task_008,0.344630725128017,0.625,334.95697435773394,0.5175601833129292,0.375,503.0323195534472,0.5155593371329982,0.625,501.087636930225,24,0.9198802126131882,0.375,894.0592649538363,0.5162528715994218,0.0,501.76170395196186,ElectricityIncreaseInPredictionTask,0.344630725128017,ARIMA,0.625,-0.17092861200498116,-0.17162214647140478,-0.5752494874851712,0.0,-0.625,-0.25,0,0,0,ARIMA,0.344630725128017
